location,total_sqft,bath,balcony,BHK,price
iblur village,3633.0,5.0,1.0,4.0,335.0
doddathoguru,1015.0,2.0,2.0,2.0,33.5
kanakpura road,700.0,1.0,1.0,2.0,41.0
haralur road,2750.0,4.0,0.0,4.0,220.0
kengeri,900.0,2.0,2.0,2.0,45.0
nagarbhavi,1145.0,2.0,2.0,2.0,40.0
whitefield,1655.0,3.0,2.0,3.0,97.0
sonnenahalli,1011.0,2.0,1.0,2.0,59.0
yelahanka,1360.0,2.0,1.0,2.0,78.19
bommanahalli,1090.0,3.0,2.0,2.0,44.0
hormavu,1250.0,2.0,2.0,2.0,60.0
other,600.0,7.0,2.0,6.0,63.0
banashankari,1886.0,3.0,2.0,3.0,205.0
battarahalli,2082.0,3.0,2.0,3.0,104.0
kengeri satellite town,600.0,4.0,3.0,3.0,72.0
kundalahalli,1030.0,2.0,2.0,2.0,49.0
bellandur,1685.0,3.0,3.0,3.0,100.0
mallasandra,1325.0,2.0,2.0,2.0,70.0
hennur,2500.0,5.0,2.0,5.0,125.0
abbigere,1000.0,2.0,1.0,2.0,41.0
kanakpura road,381.0,1.0,0.0,1.0,28.0
other,1280.0,2.0,2.0,2.0,68.48
other,708.0,1.0,1.0,2.0,55.0
raja rajeshwari nagar,1140.0,2.0,2.0,2.0,38.55
gottigere,1222.0,2.0,1.0,2.0,63.0
bannerghatta,1113.0,2.0,1.0,2.0,70.0
margondanahalli,2400.0,2.0,1.0,2.0,82.0
other,3500.0,4.0,3.0,4.0,350.0
hrbr layout,1900.0,3.0,1.0,4.0,90.0
yelenahalli,1175.0,2.0,2.0,2.0,50.0
banashankari,600.0,1.0,0.0,2.0,27.0
whitefield,1280.0,2.0,0.0,2.0,85.0
chikkabanavar,1200.0,4.0,1.0,5.0,70.0
kaggadasapura,1470.0,2.0,2.0,3.0,75.0
subramanyapura,929.0,2.0,1.0,2.0,56.0
kadugodi,1198.0,2.0,2.0,2.0,58.0
other,1350.0,2.0,0.0,2.0,90.0
nagasandra,1650.0,3.0,2.0,3.0,95.0
sarjapur  road,1691.0,3.0,2.0,3.0,100.0
bommanahalli,1200.0,2.0,2.0,2.0,40.0
harlur,1756.0,3.0,2.0,3.0,131.0
yelahanka,1890.0,3.0,2.0,3.0,109.0
other,1650.0,3.0,2.0,3.0,135.0
kanakapura,2130.0,4.0,0.0,4.0,120.0
panathur,1198.0,2.0,1.0,2.0,77.0
bannerghatta road,1640.0,2.0,1.0,3.0,120.0
kannamangala,1814.0,3.0,1.0,3.0,129.0
sector 7 hsr layout,3000.0,5.0,1.0,4.0,275.0
kammasandra,1030.0,1.0,2.0,2.0,25.75
hoodi,1132.0,2.0,0.0,2.0,67.9
vittasandra,1246.0,2.0,1.0,2.0,67.4
whitefield,1190.0,2.0,1.0,2.0,70.0
kaikondrahalli,674.0,1.0,1.0,2.0,19.9
other,1575.0,3.0,2.0,3.0,93.0
kr puram,1200.0,2.0,0.0,2.0,90.0
other,1300.0,2.0,2.0,2.0,95.0
other,1839.0,3.0,3.0,3.0,165.0
kundalahalli,1260.0,2.0,0.0,2.0,58.0
hebbal,2470.0,5.0,2.0,4.0,247.0
other,3000.0,3.0,1.0,3.0,265.0
uttarahalli,1123.0,2.0,2.0,2.0,60.0
rachenahalli,1550.0,3.0,2.0,3.0,74.5
sector 2 hsr layout,1143.0,2.0,2.0,2.0,65.0
banashankari stage iii,1350.0,1.0,1.0,1.0,145.0
jakkur,2249.81,4.0,2.0,4.0,245.0
harlur,1620.0,3.0,1.0,3.0,110.0
hennur road,1305.0,2.0,1.0,3.0,110.0
hal 2nd stage,2100.0,3.0,2.0,3.0,252.0
subramanyapura,1260.0,2.0,1.0,3.0,73.0
koramangala,1600.0,2.0,0.0,3.0,140.0
raja rajeshwari nagar,1151.0,2.0,1.0,2.0,49.0
bannerghatta road,1302.5,2.0,0.0,2.0,67.73
other,3602.0,4.0,2.0,4.0,280.0
other,1950.0,3.0,3.0,3.0,132.0
singasandra,525.0,5.0,2.0,4.0,56.0
channasandra,1010.0,2.0,1.0,2.0,36.0
marathahalli,1730.0,3.0,3.0,3.0,139.0
hoodi,1430.0,2.0,2.0,2.0,110.0
bhoganhalli,1277.0,2.0,1.0,2.0,79.89
rajiv nagar,2340.0,4.0,1.0,4.0,145.0
kumaraswami layout,800.0,1.0,1.0,2.0,90.0
epip zone,1499.0,5.0,2.0,3.0,102.0
anjanapura,600.0,2.0,0.0,1.0,55.0
banashankari,1100.0,2.0,1.0,2.0,63.0
hoodi,711.0,1.0,0.0,1.0,42.65
other,1750.0,3.0,2.0,3.0,100.0
domlur,1540.0,3.0,2.0,3.0,90.0
bannerghatta road,1532.5,3.0,0.0,3.0,84.29
yelahanka new town,650.0,1.0,1.0,1.0,17.0
whitefield,4960.0,4.0,3.0,4.0,400.0
other,933.0,2.0,0.0,2.0,55.0
other,1201.0,2.0,1.0,2.0,65.0
rajaji nagar,1380.0,3.0,3.0,3.0,130.0
koramangala,1835.0,2.0,3.0,3.0,155.0
garudachar palya,1154.0,2.0,1.0,2.0,51.8
attibele,450.0,1.0,1.0,1.0,12.5
thigalarapalya,3122.0,6.0,2.0,4.0,245.0
harlur,1197.0,2.0,1.0,2.0,76.0
ulsoor,1200.0,2.0,0.0,2.0,60.0
vijayanagar,2047.0,3.0,2.0,3.0,136.0
old madras road,1065.0,2.0,1.0,2.0,47.86
kothanur,1075.0,2.0,2.0,2.0,53.0
doddaballapur,11840.289999999999,2.0,1.0,3.0,48.0
aecs layout,1620.0,3.0,2.0,3.0,98.0
akshaya nagar,1434.0,3.0,3.0,3.0,84.0
billekahalli,950.0,2.0,1.0,2.0,58.11
thigalarapalya,2072.0,4.0,2.0,3.0,150.0
horamavu agara,1000.0,5.0,3.0,6.0,98.0
green glen layout,1715.0,3.0,3.0,3.0,115.0
7th phase jp nagar,1000.0,1.0,1.0,1.0,60.0
electronics city phase 1,1490.0,3.0,1.0,3.0,78.8
other,1200.0,3.0,1.0,3.0,70.0
mico layout,1171.0,2.0,2.0,2.0,39.0
hulimavu,1021.0,2.0,1.0,2.0,76.0
raja rajeshwari nagar,1240.0,2.0,1.0,2.0,53.27
uttarahalli,1150.0,2.0,1.0,2.0,49.0
shampura,672.0,3.0,1.0,4.0,54.0
konanakunte,2779.0,3.0,1.0,3.0,317.0
munnekollal,1170.0,2.0,2.0,2.0,52.0
thigalarapalya,1207.0,2.0,2.0,2.0,62.0
kereguddadahalli,1240.0,3.0,2.0,3.0,41.0
other,703.0,2.0,1.0,2.0,60.0
other,680.0,3.0,2.0,2.0,60.0
other,1097.0,2.0,3.0,2.0,65.0
thyagaraja nagar,653400.0,6.0,2.0,8.0,290.0
cv raman nagar,1392.0,2.0,1.0,2.0,95.0
whitefield,1447.0,2.0,1.0,2.0,83.0
yeshwanthpur,770.0,1.0,1.0,2.0,70.0
rajaji nagar,3539.5,2.0,2.0,4.0,424.5
other,2000.0,4.0,2.0,5.0,180.0
kundalahalli,735.0,2.0,1.0,2.0,57.99
begur road,1200.0,2.0,2.0,2.0,44.73
horamavu agara,982.0,2.0,1.0,2.0,47.65
thanisandra,2000.0,3.0,2.0,3.0,99.0
other,2400.0,2.0,1.0,3.0,150.0
sarjapur,2400.0,3.0,2.0,3.0,190.0
hennur road,1195.0,2.0,2.0,2.0,73.0
kaikondrahalli,1342.0,3.0,3.0,3.0,92.0
rajaji nagar,1357.0,2.0,1.0,2.0,123.0
other,1578.0,3.0,1.0,3.0,180.0
kodigehaali,1166.0,2.0,2.0,2.0,55.0
vishwapriya layout,820.0,2.0,1.0,2.0,30.0
kanakpura road,1328.0,2.0,2.0,2.0,107.0
hennur road,980.0,2.0,1.0,2.0,51.0
kr puram,1140.0,2.0,1.0,2.0,43.32
hennur road,1232.0,2.0,2.0,2.0,89.0
electronics city phase 1,1700.0,3.0,2.0,3.0,111.0
kanakpura road,1328.0,2.0,3.0,2.0,91.06
sahakara nagar,960.0,2.0,3.0,2.0,56.0
horamavu agara,1220.0,2.0,2.0,2.0,39.0
other,823.0,2.0,1.0,2.0,80.0
bannerghatta road,892.0,2.0,1.0,2.0,39.0
kadugodi,1920.0,4.0,2.0,4.0,200.0
electronic city phase ii,1266.0,2.0,2.0,2.0,59.0
banashankari,1105.0,2.0,2.0,2.0,90.0
tumkur road,1066.0,2.0,2.0,2.0,52.5
other,1200.0,1.0,0.0,1.0,69.0
kanakpura road,525.0,2.0,2.0,1.0,27.0
hennur road,1232.0,2.0,2.0,2.0,89.0
balagere,656.0,1.0,1.0,1.0,34.77
kanakpura road,525.0,1.0,1.0,1.0,26.01
vidyaranyapura,1440.0,2.0,0.0,2.0,95.0
other,1200.0,2.0,0.0,2.0,85.0
varthur road,1300.0,3.0,0.0,4.0,75.0
old madras road,2425.0,3.0,1.0,3.0,197.0
kengeri,370.923994,1.0,0.0,1.0,18.5
epip zone,2500.0,3.0,1.0,3.0,268.0
raja rajeshwari nagar,1303.0,2.0,2.0,2.0,55.78
rayasandra,1179.0,2.0,1.0,3.0,55.0
malleshwaram,2610.0,4.0,2.0,4.0,306.0
yelahanka,1115.0,2.0,2.0,2.0,60.0
chandapura,630.0,1.0,0.0,1.0,13.86
other,800.0,1.0,0.0,2.0,45.0
dodda nekkundi,1200.0,2.0,2.0,2.0,71.0
other,1600.0,3.0,1.0,4.0,172.0
begur road,1358.0,2.0,1.0,2.0,80.58
hebbal,1344.0,2.0,1.0,2.0,108.0
other,1200.0,2.0,1.0,2.0,115.0
uttarahalli,993.0,2.0,1.0,2.0,39.71
begur road,1160.0,2.0,2.0,2.0,36.54
whitefield,1600.0,3.0,2.0,3.0,95.0
haralur road,953.0,2.0,1.0,2.0,90.0
vijayanagar,1180.0,2.0,2.0,2.0,65.0
kenchenahalli,1720.0,3.0,2.0,3.0,100.0
raja rajeshwari nagar,1187.0,2.0,2.0,2.0,40.14
doddaballapur,654.0,1.0,1.0,1.0,49.0
begur,1550.0,4.0,2.0,4.0,130.0
8th phase jp nagar,1080.0,2.0,2.0,2.0,38.0
bhoganhalli,1444.0,2.0,1.0,2.0,75.97
subramanyapura,1330.0,3.0,2.0,3.0,72.0
electronic city phase ii,1160.0,2.0,1.0,2.0,33.5
rayasandra,1708.0,3.0,2.0,3.0,75.0
frazer town,2400.0,3.0,2.0,3.0,260.0
other,1230.0,2.0,0.0,2.0,75.0
malleshwaram,2800.0,4.0,2.0,4.0,252.0
hoodi,1925.0,2.0,3.0,3.0,114.0
varthur,1385.0,2.0,3.0,2.0,80.0
dasarahalli,1300.0,2.0,2.0,2.0,50.0
whitefield,1500.0,3.0,1.0,3.0,78.57
kr puram,2800.0,6.0,1.0,7.0,110.0
other,5425.0,13.0,0.0,13.0,275.0
ramamurthy nagar,1000.0,2.0,1.0,2.0,62.0
other,945.0,2.0,1.0,2.0,54.0
yelahanka,1200.0,2.0,2.0,2.0,60.0
kothannur,2000.0,4.0,2.0,4.0,95.0
other,1490.0,3.0,0.0,3.0,140.0
ramagondanahalli,1910.0,3.0,2.0,3.0,131.0
banaswadi,1903.0,6.0,2.0,5.0,140.0
kathriguppe,1350.0,3.0,3.0,3.0,78.3
hebbal,1645.0,3.0,2.0,3.0,113.0
bommasandra,1000.0,2.0,1.0,2.0,35.0
tumkur road,4800.0,5.0,2.0,5.0,150.0
binny pete,1740.0,3.0,1.0,3.0,150.0
sarjapur  road,2990.0,4.0,2.0,4.0,240.0
nagavara,400.0,1.0,0.0,1.0,14.0
chikka tirupathi,2325.0,4.0,1.0,4.0,120.0
begur,1580.0,3.0,2.0,3.0,75.0
other,600.0,4.0,2.0,4.0,60.0
other,1590.0,3.0,0.0,3.0,120.0
bharathi nagar,1328.0,2.0,2.0,2.0,69.0
bannerghatta road,1894.0,3.0,1.0,3.0,115.0
other,1200.0,3.0,1.0,3.0,74.0
dommasandra,900.0,3.0,1.0,3.0,75.0
other,3300.0,5.0,3.0,4.0,318.0
ramagondanahalli,1251.0,2.0,1.0,2.0,47.4
dasanapura,966.0,2.0,1.0,2.0,58.0
haralur road,2017.0,2.0,2.0,3.0,125.0
chikkalasandra,1325.0,2.0,1.0,2.0,59.0
kengeri,2894.0,4.0,1.0,4.0,245.0
sarjapur  road,1750.0,3.0,3.0,3.0,99.0
hormavu,980.0,2.0,2.0,2.0,42.0
bannerghatta road,1655.0,3.0,3.0,3.0,90.0
other,1135.0,2.0,2.0,2.0,68.0
talaghattapura,1868.0,3.0,2.0,3.0,131.0
bisuvanahalli,845.0,2.0,1.0,2.0,33.0
akshaya nagar,1280.0,2.0,1.0,2.0,60.0
other,780.0,3.0,2.0,3.0,75.0
nagavara,936.0,2.0,0.0,2.0,40.2
other,1650.0,3.0,0.0,3.0,110.0
other,1180.0,2.0,2.0,3.0,78.34
harlur,1310.0,2.0,1.0,2.0,50.0
kammanahalli,2845.0,5.0,1.0,5.0,140.0
dommasandra,1267.0,3.0,2.0,3.0,56.0
gubbalala,1745.0,3.0,2.0,3.0,140.0
green glen layout,3250.0,4.0,3.0,4.0,230.0
anekal,351.0,1.0,1.0,1.0,16.0
other,850.0,7.0,2.0,6.0,100.0
electronic city,1070.0,2.0,1.0,2.0,55.0
hebbal,2483.0,5.0,2.0,4.0,215.0
sahakara nagar,1914.0,3.0,2.0,3.0,149.0
haralur road,1810.0,3.0,2.0,3.0,112.0
chikkalasandra,1100.0,2.0,2.0,2.0,50.0
electronic city,2010.0,3.0,2.0,3.0,201.0
sarjapur  road,3200.0,4.0,1.0,4.0,350.0
jigani,2420.0,4.0,1.0,4.0,190.0
other,1269.0,2.0,2.0,2.0,97.0
tc palaya,1200.0,7.0,1.0,8.0,110.0
kodigehaali,1013.0,2.0,1.0,2.0,51.0
whitefield,4104.0,4.0,2.0,4.0,360.0
bannerghatta road,1130.0,2.0,2.0,2.0,78.0
doddathoguru,1104.0,2.0,2.0,2.0,39.0
other,720.0,3.0,1.0,3.0,48.0
other,550.0,1.0,1.0,1.0,23.0
uttarahalli,1440.0,2.0,3.0,3.0,62.0
kodigehalli,500.0,1.0,0.0,2.0,55.0
kalena agrahara,1804.0,3.0,2.0,3.0,166.0
thanisandra,1564.0,3.0,1.0,3.0,101.0
margondanahalli,1160.0,2.0,1.0,2.0,65.0
other,1500.0,4.0,0.0,4.0,110.0
isro layout,4400.0,6.0,3.0,6.0,250.0
other,1112.0,2.0,3.0,2.0,68.0
hosur road,1194.0,2.0,1.0,2.0,71.64
kasavanhalli,5000.0,2.0,2.0,3.0,400.0
whitefield,630.5,1.0,0.0,1.0,32.79
other,565.0,1.0,1.0,1.0,33.0
thanisandra,1056.0,2.0,1.0,2.0,75.0
8th phase jp nagar,1059.0,2.0,2.0,2.0,34.5
jakkur,1202.0,2.0,1.0,2.0,79.0
bannerghatta road,1181.0,2.0,0.0,2.0,55.0
isro layout,1200.0,2.0,3.0,2.0,43.0
electronic city,1571.0,3.0,2.0,3.0,105.0
abbigere,985.0,2.0,1.0,2.0,40.39
whitefield,1216.0,2.0,1.0,2.0,69.0
raja rajeshwari nagar,1419.0,2.0,1.0,2.0,60.42
other,1095.0,2.0,2.0,2.0,55.85
garudachar palya,1150.0,2.0,2.0,2.0,52.0
other,2000.0,3.0,1.0,4.0,166.0
kundalahalli,1724.0,3.0,2.0,3.0,125.0
raja rajeshwari nagar,3900.0,6.0,2.0,6.0,195.0
other,650.0,1.0,1.0,1.0,26.0
other,1532.0,3.0,3.0,3.0,92.0
electronic city,770.0,1.0,1.0,2.0,39.9
thanisandra,1098.0,2.0,1.0,2.0,68.0
hormavu,1725.0,3.0,2.0,3.0,85.0
whitefield,1700.0,3.0,2.0,3.0,95.0
hoodi,1111.0,2.0,1.0,2.0,49.43
gottigere,1245.0,2.0,2.0,2.0,59.0
ombr layout,1300.0,2.0,2.0,2.0,80.0
kalena agrahara,1450.0,2.0,3.0,3.0,85.0
harlur,1750.0,3.0,2.0,3.0,136.0
banashankari,1040.0,2.0,3.0,2.0,45.0
kothanur,1094.0,2.0,2.0,2.0,54.0
hennur road,1482.0,2.0,1.0,3.0,92.0
magadi road,1116.0,2.0,1.0,2.0,50.0
sarjapur  road,1222.0,2.0,1.0,3.0,68.0
benson town,3200.0,4.0,2.0,3.0,350.0
hennur road,1155.0,2.0,1.0,2.0,69.18
kaggadasapura,1455.0,3.0,3.0,3.0,75.0
electronic city phase ii,650.0,1.0,1.0,1.0,35.0
mico layout,1125.0,2.0,2.0,2.0,40.0
thanisandra,1056.0,2.0,2.0,2.0,65.0
thigalarapalya,2072.0,4.0,2.0,3.0,151.0
other,1200.0,4.0,1.0,4.0,140.0
other,1175.0,2.0,2.0,2.0,83.0
hebbal kempapura,1800.0,3.0,2.0,3.0,175.0
yelahanka,1350.0,2.0,3.0,3.0,85.0
sarjapur  road,1242.0,2.0,1.0,2.0,78.0
other,1350.0,2.0,2.0,3.0,140.0
hennur road,1359.0,2.0,2.0,2.0,104.0
9th phase jp nagar,1522.0,3.0,2.0,3.0,90.0
other,1485.0,2.0,1.0,3.0,156.0
kodichikkanahalli,1400.0,3.0,3.0,3.0,66.0
vidyaranyapura,1062.0,2.0,3.0,2.0,38.0
whitefield,3117.0,3.0,2.0,3.0,261.0
devarachikkanahalli,947.0,2.0,2.0,2.0,43.0
magadi road,884.0,2.0,1.0,2.0,41.1
bellandur,1200.0,2.0,3.0,2.0,45.0
8th phase jp nagar,2600.0,4.0,2.0,4.0,115.0
7th phase jp nagar,1050.0,2.0,1.0,2.0,75.0
other,1411.0,3.0,2.0,3.0,91.72
varthur,1535.0,3.0,2.0,3.0,65.99
kumaraswami layout,2600.0,4.0,2.0,4.0,300.0
ramamurthy nagar,1200.0,3.0,1.0,2.0,72.0
kumaraswami layout,1081.0,2.0,3.0,2.0,60.0
bisuvanahalli,1180.0,2.0,1.0,3.0,55.5
kr puram,1559.0,3.0,0.0,3.0,69.315
other,410.0,1.0,1.0,1.0,48.0
chandapura,4800.0,4.0,3.0,4.0,250.0
electronic city phase ii,1160.0,2.0,1.0,2.0,33.5
bannerghatta,1120.0,2.0,1.0,2.0,42.5
sarjapur,2690.0,3.0,2.0,3.0,295.0
epip zone,1285.0,2.0,2.0,2.0,82.0
other,425.0,1.0,0.0,1.0,20.03
rayasandra,1016.0,2.0,1.0,2.0,58.0
other,1580.0,3.0,3.0,3.0,100.0
ulsoor,2000.0,3.0,3.0,3.0,185.0
thanisandra,1241.0,2.0,1.0,3.0,61.0
marathahalli,1325.0,1.0,1.0,2.0,92.0
mallasandra,1200.0,2.0,0.0,2.0,130.0
varthur,1250.0,3.0,2.0,3.0,71.0
kogilu,952.0,2.0,2.0,2.0,49.0
kumaraswami layout,600.0,2.0,1.0,4.0,72.0
other,2100.0,4.0,2.0,4.0,150.0
shampura,1187.0,2.0,2.0,2.0,42.0
other,4800.0,5.0,2.0,4.0,350.0
other,1672.0,3.0,2.0,3.0,150.0
sarjapur  road,1580.0,3.0,3.0,3.0,125.0
thigalarapalya,1830.0,4.0,2.0,3.0,150.0
uttarahalli,1025.0,2.0,1.0,2.0,35.88
jp nagar,1850.0,2.0,2.0,3.0,110.0
sarjapur  road,1700.0,3.0,1.0,3.0,194.0
hbr layout,1004.0,2.0,1.0,2.0,49.0
nagavarapalya,1392.0,2.0,1.0,2.0,99.0
kaggadasapura,1340.0,3.0,1.0,3.0,66.0
thanisandra,580.0,1.0,1.0,1.0,27.5
nagasandra,1500.0,5.0,1.0,6.0,130.0
sarjapur  road,1215.0,2.0,2.0,2.0,110.0
other,1485.0,2.0,3.0,3.0,110.0
pai layout,810.0,2.0,2.0,2.0,34.5
kalena agrahara,1354.0,2.0,2.0,2.0,71.0
jp nagar,2700.0,4.0,1.0,7.0,160.0
varthur,1320.0,2.0,1.0,4.0,110.0
hebbal kempapura,1700.0,3.0,2.0,3.0,155.0
benson town,1480.0,2.0,2.0,2.0,120.0
akshaya nagar,1476.0,3.0,1.0,3.0,120.0
hennur road,5600.0,5.0,3.0,5.0,515.0
hennur road,1153.0,2.0,1.0,2.0,43.0
kasavanhalli,4260.0,4.0,3.0,4.0,272.0
sarjapur,535.0,1.0,1.0,2.0,20.0
kudlu,1030.0,2.0,2.0,2.0,75.0
uttarahalli,1065.0,2.0,1.0,2.0,42.59
kodichikkanahalli,1026.0,2.0,1.0,2.0,45.0
chandapura,1323.0,2.0,1.0,3.0,42.0
other,800.0,1.0,3.0,2.0,95.0
electronic city,1128.0,2.0,1.0,2.0,68.75
vittasandra,1246.0,2.0,1.0,2.0,62.3
electronic city,1128.0,2.0,1.0,2.0,67.0
kothanur,1185.0,2.0,2.0,2.0,59.0
other,1720.0,3.0,1.0,3.0,95.0
sector 7 hsr layout,2400.0,2.0,3.0,3.0,195.0
kr puram,1200.0,4.0,3.0,4.0,120.0
bellandur,950.0,2.0,2.0,2.0,35.0
other,1600.0,3.0,2.0,3.0,130.0
channasandra,1115.0,2.0,1.0,2.0,40.0
balagere,1205.0,2.0,1.0,2.0,78.5
hebbal,2400.0,4.0,1.0,3.0,180.0
raja rajeshwari nagar,1757.0,3.0,3.0,3.0,98.0
marathahalli,1156.0,2.0,2.0,2.0,52.0
yelahanka,1200.0,2.0,1.0,2.0,70.0
bisuvanahalli,1075.0,2.0,1.0,3.0,42.0
hoodi,1000.0,2.0,2.0,2.0,48.0
sarakki nagar,2289.0,3.0,2.0,3.0,260.0
btm 2nd stage,1274.0,2.0,2.0,2.0,70.0
yelahanka,1100.0,2.0,1.0,2.0,60.0
ambedkar nagar,2225.0,4.0,2.0,3.0,169.0
r.t. nagar,3600.0,8.0,2.0,9.0,165.0
harlur,1386.0,2.0,2.0,2.0,85.0
bisuvanahalli,850.0,1.0,1.0,2.0,32.0
seegehalli,1553.0,3.0,3.0,3.0,68.0
other,4500.0,9.0,2.0,9.0,500.0
7th phase jp nagar,1215.0,2.0,2.0,2.0,90.0
hormavu,1030.0,2.0,1.0,2.0,49.35
electronic city,1108.0,2.0,1.0,2.0,63.0
other,2400.0,3.0,2.0,3.0,185.0
devanahalli,1700.0,3.0,0.0,3.0,88.2
electronics city phase 1,1350.0,3.0,0.0,3.0,71.0
marathahalli,1360.0,2.0,1.0,2.0,101.0
kundalahalli,1047.0,2.0,1.0,2.0,72.0
gubbalala,1008.0,2.0,2.0,2.0,32.25
kanakpura road,700.0,2.0,1.0,2.0,34.98
kengeri satellite town,560.0,2.0,1.0,2.0,16.6
other,925.0,2.0,2.0,2.0,48.0
whitefield,1270.0,2.0,1.0,2.0,94.0
banashankari stage v,1355.0,2.0,1.0,3.0,61.0
kalena agrahara,800.0,2.0,1.0,2.0,40.0
bannerghatta,2895.5,2.0,2.0,4.0,246.0
akshaya nagar,1388.0,2.0,3.0,2.0,57.0
other,1460.0,3.0,2.0,3.0,88.0
kanakapura,1477.0,2.0,1.0,3.0,69.5
ananth nagar,937.0,2.0,1.0,2.0,35.0
jalahalli,1694.0,2.0,2.0,2.0,150.0
whitefield,3252.0,4.0,3.0,4.0,280.0
malleshwaram,580.0,1.0,1.0,1.0,45.0
hosa road,1470.0,2.0,2.0,3.0,84.22
raja rajeshwari nagar,1295.0,2.0,1.0,2.0,55.47
hebbal,1075.0,2.0,0.0,2.0,52.0
dodda nekkundi,1135.0,2.0,2.0,2.0,58.0
varthur,1140.0,2.0,3.0,2.0,55.5
whitefield,613.0,1.0,1.0,1.0,48.0
bommenahalli,1200.0,3.0,1.0,3.0,125.0
kr puram,1116.0,2.0,1.0,2.0,45.0
choodasandra,1065.0,2.0,1.0,2.0,46.0
marathahalli,2519.0,5.0,2.0,4.0,185.0
other,231303.59999999998,1.0,0.0,1.0,110.0
other,1500.0,2.0,0.0,3.0,97.0
yelahanka,1705.0,3.0,2.0,3.0,85.0
ambalipura,1351.0,2.0,1.0,2.0,77.0
harlur,1033.0,2.0,2.0,2.0,49.0
other,1220.0,2.0,2.0,2.0,72.0
horamavu banaswadi,1025.0,2.0,2.0,2.0,45.0
ananth nagar,908.0,2.0,1.0,2.0,26.0
marathahalli,1900.0,3.0,3.0,3.0,123.0
bannerghatta road,1200.0,2.0,0.0,4.0,125.0
9th phase jp nagar,1050.0,2.0,2.0,2.0,39.0
raja rajeshwari nagar,1850.0,3.0,1.0,3.0,98.0
marathahalli,1146.0,2.0,1.0,2.0,69.0
uttarahalli,1460.0,3.0,3.0,3.0,76.0
hosur road,1766.0,3.0,1.0,3.0,130.0
other,1296.0,2.0,2.0,2.0,70.0
sarjapur  road,2900.0,4.0,2.0,4.0,240.0
kammasandra,1057.0,2.0,1.0,2.0,35.0
ambalipura,1303.0,2.0,2.0,2.0,80.0
sarjapur,850.0,2.0,2.0,2.0,32.0
hegde nagar,2087.01,4.0,2.0,3.0,135.0
rayasandra,470.0,1.0,1.0,1.0,21.0
kanakpura road,700.0,2.0,1.0,2.0,35.07
somasundara palya,1650.0,3.0,2.0,3.0,95.0
bellandur,1310.0,2.0,2.0,2.0,85.0
harlur,1755.0,3.0,2.0,3.0,115.0
tumkur road,700.0,1.0,0.0,1.0,30.09
varthur,1738.0,2.0,1.0,2.0,57.35
electronic city phase ii,575.0,1.0,1.0,1.0,16.75
other,1477.0,2.0,2.0,3.0,80.0
electronic city,1355.0,2.0,1.0,2.0,97.6
bhoganhalli,1125.0,2.0,1.0,2.0,54.0
thanisandra,2072.0,3.0,2.0,3.0,122.0
marathahalli,1583.0,3.0,3.0,3.0,109.0
begur road,1583.0,3.0,1.0,3.0,95.23
jalahalli,1244.0,6.0,2.0,8.0,130.0
uttarahalli,1150.0,2.0,1.0,2.0,46.0
whitefield,1118.0,2.0,1.0,2.0,75.0
other,1100.0,2.0,2.0,2.0,110.0
itpl,1200.0,3.0,1.0,3.0,56.12
other,1180.0,2.0,1.0,2.0,69.0
banashankari,1390.0,2.0,2.0,2.0,86.0
lingadheeranahalli,1683.0,3.0,1.0,3.0,109.0
sarakki nagar,880.0,6.0,2.0,6.0,75.0
ramagondanahalli,1215.0,2.0,1.0,2.0,51.26
hoodi,1420.0,2.0,2.0,2.0,75.0
whitefield,1615.0,3.0,0.0,3.0,96.9
sarjapur  road,4334.0,2.0,2.0,4.0,338.0
other,1707.0,3.0,2.0,3.0,171.0
bellandur,1201.0,2.0,2.0,2.0,59.99
other,1200.0,1.0,0.0,1.0,45.0
billekahalli,950.0,2.0,2.0,2.0,56.0
electronics city phase 1,1245.0,2.0,1.0,2.0,75.0
hebbal,1645.0,3.0,2.0,3.0,117.0
1st phase jp nagar,2077.0,3.0,3.0,3.0,175.0
7th phase jp nagar,2100.0,3.0,2.0,3.0,190.0
kanakpura road,525.0,1.0,1.0,1.0,30.0
uttarahalli,1286.0,2.0,2.0,2.0,63.0
budigere,1153.0,2.0,2.0,2.0,60.0
margondanahalli,1334.0,2.0,1.0,2.0,67.76
sarjapur  road,1320.0,2.0,2.0,2.0,110.0
electronic city,700.0,1.0,1.0,1.0,35.0
yelahanka,602.0,1.0,1.0,1.0,38.0
vidyaranyapura,1200.0,2.0,2.0,2.0,52.0
raja rajeshwari nagar,1610.0,3.0,2.0,3.0,74.0
rajaji nagar,1268.0,2.0,1.0,2.0,127.0
anekal,1035.0,2.0,2.0,2.0,38.3
choodasandra,1465.0,3.0,3.0,3.0,75.0
bhoganhalli,1447.0,2.0,1.0,2.0,75.97
whitefield,2830.0,5.0,2.0,4.0,160.0
other,1719.0,3.0,3.0,3.0,95.0
hsr layout,1590.0,2.0,2.0,3.0,135.0
electronic city phase ii,545.0,1.0,1.0,2.0,29.0
hebbal,1255.0,3.0,2.0,3.0,77.68
babusapalaya,1105.0,2.0,1.0,2.0,40.0
itpl,900.0,2.0,1.0,2.0,27.0
judicial layout,1300.0,3.0,1.0,3.0,64.0
brookefield,1382.0,2.0,2.0,2.0,84.5
uttarahalli,1075.0,2.0,1.0,2.0,40.0
